SCHOOL,DEPARTMENT,POSITION,GENDER,Name,Other
University of California Irvine,SCHOOL OF ENGINEERING ,ASSISTANT DEAN,M,Ken Walsh,
University of California Irvine,SCHOOL OF HUMANITIES,DEAN,M,Georges Van Den Abbeele,
University of California Irvine,SCHOOL OF HUMANITIES,ASSOCIATE DEAN,M,Andrzej Warminski,
University of California Irvine,SCHOOL OF HUMANITIES,ASSOCIATE DEAN,M,ong Chen,
University of California Irvine,SCHOOL OF HUMANITIES,ASSOCIATE DEAN,F,Julia R. Lupton,
University of California Irvine,SCHOOL OF HUMANITIES,ASSISTANT DEAN,F,Penny Portillo,
University of California Irvine,SCHOOL OF INFORMATION AND COMPUTER SCIENCES ,DEAN,M,Marios C. Papaefthymiou,
University of California Irvine,SCHOOL OF INFORMATION AND COMPUTER SCIENCES ,ASSOCIATE DEAN,M,Paul Dourish ,
University of California Irvine,SCHOOL OF INFORMATION AND COMPUTER SCIENCES ,ASSOCIATE DEAN,M,Gopi Meenakshisundaram,
University of California Irvine,SCHOOL OF INFORMATION AND COMPUTER SCIENCES ,ASSISTANT DEAN,F,Heike Rau ,
University of California Irvine,SCHOOL OF INFORMATION AND COMPUTER SCIENCES ,ASSOCIATE DEAN,M,David Redmiles ,
University of California Irvine,DIVISION OF UNDERGRADUATE EDUCATION,DEAN,M,Michael Dennin,
University of California Irvine,LAW SCHOOL,DEAN,F,L. Song Richardson,
University of California Irvine,LAW SCHOOL,ASSISTANT DEAN,M,Jay Austin,
University of California Irvine,LAW SCHOOL,ASSISTANT DEAN,F,Laura Baker,
University of California Irvine,LAW SCHOOL,ASSOCIATE DEAN,M,Mario Barnes,
University of California Irvine,LAW SCHOOL,ASSOCIATE DEAN,F,Jennifer Chacón,
University of California Irvine,LAW SCHOOL,ASSISTANT DEAN,M,Sen. Joseph Dunn (ret.),
University of California Irvine,LAW SCHOOL,ASSISTANT DEAN,F,Patty Furukawa,
University of California Irvine,LAW SCHOOL,ASSOCIATE DEAN,F,Carrie Hempel,
University of California Irvine,LAW SCHOOL,ASSISTANT DEAN,M,Khary D. Hornsby,
University of California Irvine,LAW SCHOOL,ASSOCIATE DEAN,M,Stephen Lee,
University of California Irvine,LAW SCHOOL,ASSISTANT DEAN,M,Michael Nee,
University of California Irvine,LAW SCHOOL,ASSISTANT DEAN,F,Lisa Rehbaum,
University of California Irvine,LAW SCHOOL,ASSOCIATE DEAN,F,Trilby Robinson-Dorn,
University of California Irvine,LAW SCHOOL,ASSISTANT DEAN,F,Elizabeth Schroeder,
University of California Irvine,LAW SCHOOL,ASSISTANT DEAN,F,Colleen Taricani,
University of California Irvine,LAW SCHOOL,ASSOCIATE DEAN,F,Jessica Wimer,
University of California Irvine,SCHOOL OF PHYSICAL SCIENCES,DEAN,M,Kenneth C. Janda,
University of California Irvine,SCHOOL OF PHYSICAL SCIENCES,ASSISTANT DEAN,F,Maria Graziano,
University of California Irvine,SCHOOL OF PHYSICAL SCIENCES,ASSOCIATE DEAN,M,Roger D. Mcwilliams,
University of California Irvine,SCHOOL OF PHYSICAL SCIENCES,ASSOCIATE DEAN,M,David Van Vranken,
University of California Irvine,SCHOOL OF SOCIAL ECOLOGY,DEAN,F,NANCY GUERRA,
University of California Irvine,SCHOOL OF SOCIAL ECOLOGY,ASSOCIATE DEAN,F,WENDY GOLDBERG,
University of California Irvine,SCHOOL OF SOCIAL ECOLOGY,ASSOCIATE DEAN,M,RICHARD MATTHEW,
University of California Irvine,SCHOOL OF SOCIAL ECOLOGY,ASSISTANT DEAN,M,GREG REINHARD,
University of California Irvine,SCHOOL OF SOCIAL SCIENCES,DEAN,M,Bill Maurer,
University of California Irvine,SCHOOL OF SOCIAL SCIENCES,ASSOCIATE DEAN,M,Michael McBride,
University of California Irvine,SCHOOL OF SOCIAL SCIENCES,ASSOCIATE DEAN,M,Mark Petracca,
University of California Irvine,SCHOOL OF SOCIAL SCIENCES,ASSISTANT DEAN,M,Dave Leinen,
University of California Irvine,SCHOOL OF MEDICINE ,DEAN,M,Michael J. Stamos,
University of California Irvine,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F, Khanh-Van Le-Bucklin,vice dean 
University of California Irvine,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F, Suzanne B. Sandmeyer,vice dean 
University of California Irvine,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M, Manuel Porto,vice dean 
University of California Irvine,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M," Klemens J. Hertel,",
University of California Irvine,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,  Daniela A. Bota,
University of California Irvine,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Rebecca Brusuelas-James,
University of California Irvine,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F, Francine Jeffrey,
University of California Irvine,SCHOOL OF NURSING,DEAN,F,Adey Nyamathi,
University of California Irvine,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Susanne Phillips,
University of California Irvine,SCHOOL OF NURSING,ASSISTANT DEAN,F,Dorothy Tu,
University of California Irvine,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Lorraine Evangelista,
University of California Irvine,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,F,Janet Napolitano,
University of California Irvine,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Enrique J. Lavernia ,
University of California Irvine,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Howard Gillman ,CHANCELLOR
University of California Irvine,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Pramod Khargonekar ,vice chancellor
University of California Irvine,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Thomas A. Parham ,vice chancellor
University of California Irvine,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Brian T. Hervey ,vice chancellor
University of California Irvine,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Alan L. Goldin ,vice chancellor
University of California Irvine,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Douglas M. Haynes ,
University of California Irvine,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Diane O’Dowd ,
University of California Irvine,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Judith Stepan-Norris ,
University of California Irvine,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Frances M. Leslie ,
University of California Irvine,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Michael Dennin ,
University of California Irvine,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Gary W. Matkin ,
University of California Irvine,CONTINUING EDUCATION AND DISTANCE LEARNING,DEAN,M,Gary W. Matkin ,
Yale University,SCHOOL OF MEDICINE ,DEAN,M,Robert J. Alpern,
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,"Cynthia L. Walker, CPA",DEPUTY DEAN
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Richard Belitsky,DEPUTY DEAN
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Paul Taheri,DEPUTY DEAN
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Nancy Rockmore Angoff,
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Linda Kathryn Bockenstedt,DEPUTY DEAN
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Carrie P Capezzone,
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,James Pierpont Comer,
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Michael C Crair,DEPUTY DEAN
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Michael H Ebert,
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Janet P Hafler,
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Mary Hu,
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Stephen Joseph Huot,
Yale University,SCHOOL OF MEDICINE ,ASSISTANT DEAN,M,Robert G Kanoff,
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Darin Latimore,DEPUTY DEAN
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Laura R Ment,
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Ruth R Montgomery,
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Michael L Schwartz,
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Robert Stanley Sherwin,
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Brian Richard Smith,DEPUTY DEAN
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Ronald J. Vender,
Yale University,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Merle Waxman,
Yale University,SCHOOL OF ARCHITECTURE,DEAN,F,Deborah Berke,
Yale University,SCHOOL OF ARCHITECTURE,ASSOCIATE DEAN,M,John Jacobson,
Yale University,SCHOOL OF ARCHITECTURE,ASSOCIATE DEAN,M,Phil Bernstein,
Yale University,SCHOOL OF ARCHITECTURE,ASSISTANT DEAN,M,Sunil Bald,
Yale University,SCHOOL OF ARCHITECTURE,ASSISTANT DEAN,M,Mark Foster Gage,
Yale University,SCHOOL OF ARCHITECTURE,ASSISTANT DEAN,F,Joyce Hsiang,
Yale University,SCHOOL OF ARCHITECTURE,ASSISTANT DEAN,M,Bimal Mendis,
Yale University,SCHOOL OF MUSIC,DEAN,M,Robert Blocker,
Yale University,SCHOOL OF MUSIC,ASSOCIATE DEAN,M,Melvin Chen,DEPUTY DEAN
Yale University,SCHOOL OF MUSIC,ASSOCIATE DEAN,M,Michael Yaffe,
Yale University,SCHOOL OF DRAMA,DEAN,M,James Bundy,
Yale University,SCHOOL OF DRAMA,ASSISTANT DEAN,M,KELVIN DINKINS,
Yale University,SCHOOL OF DRAMA,ASSOCIATE DEAN,F,VICTORIA NOLAN,DEPUTY DEAN
Yale University,SCHOOL OF DRAMA,ASSOCIATE DEAN,F,CHANTAL RODRIGUEZ,
Yale University,SCHOOL OF FORESTRY AND ENVIRONMENTAL STUDIES,DEAN,F,Ingrid C. “Indy” Burke,
Yale University,SCHOOL OF FORESTRY AND ENVIRONMENTAL STUDIES,ASSOCIATE DEAN,M,Brad Gentry,
Yale University,SCHOOL OF FORESTRY AND ENVIRONMENTAL STUDIES,ASSOCIATE DEAN,F,Karen Seto,
Yale University,SCHOOL OF FORESTRY AND ENVIRONMENTAL STUDIES,ASSOCIATE DEAN,F,Julie Zimmerman,
Yale University,SCHOOL OF FORESTRY AND ENVIRONMENTAL STUDIES,ASSOCIATE DEAN,M,Gordon Geballe,
Yale University,SCHOOL OF FORESTRY AND ENVIRONMENTAL STUDIES,ASSOCIATE DEAN,F,Susan Wells,
Yale University,SCHOOL OF FORESTRY AND ENVIRONMENTAL STUDIES,ASSISTANT DEAN,F,Danielle Dailey,
Yale University,SCHOOL OF FORESTRY AND ENVIRONMENTAL STUDIES,ASSISTANT DEAN,F,Joanne DeBernardo,
Yale University,SCHOOL OF FORESTRY AND ENVIRONMENTAL STUDIES,ASSISTANT DEAN,M,Thomas Easley,
Yale University,SCHOOL OF FORESTRY AND ENVIRONMENTAL STUDIES,ASSISTANT DEAN,F,Sara Smiley Smith,
Yale University,YALE COLLEGE,DEAN,M,Marvin Chun,
Yale University,STUDENT AFFAIRS,DEAN,F,Camille Lizarribar,
Yale University,YALE COLLEGE,ASSOCIATE DEAN,F,Camille Lizarribar,
Yale University,YALE COLLEGE,ASSISTANT DEAN,F,Melanie Boyd,
Yale University,YALE COLLEGE,ASSISTANT DEAN,M,Gregg Peeples,
Yale University,YALE COLLEGE,ASSISTANT DEAN,F,Hannah Peck,
Yale University,YALE COLLEGE,ASSOCIATE DEAN,M,Burgwell Howard,
Yale University,YALE COLLEGE,ASSISTANT DEAN,F,Kelly Fayard,
Yale University,YALE COLLEGE,ASSISTANT DEAN,F,Eileen Galvez,
Yale University,YALE COLLEGE,ASSISTANT DEAN,F,Rise Nelson,
Yale University,YALE COLLEGE,ASSISTANT DEAN,F,Joliana Yee,
Yale University,YALE COLLEGE,ASSOCIATE DEAN,F,Pamela Schirmeister,
Yale University,YALE COLLEGE,ASSOCIATE DEAN,M,George Levesque,
Yale University,YALE COLLEGE,ASSISTANT DEAN,M,Alfred Guy,
Yale University,YALE COLLEGE,ASSOCIATE DEAN,M,Mark Schenker,
Yale University,ACADEMIC AFFAIRS ,DEAN,M,Mark Schenker,
Yale University,UNDERGRADUATE EDUCATION,DEAN,F,Pamela Schirmeister,
Yale University,YALE COLLEGE,ASSISTANT DEAN,F,Risa Sodi,
Yale University,YALE COLLEGE,ASSISTANT DEAN,F,Kathryn Krier,
Yale University,YALE COLLEGE,ASSOCIATE DEAN,F,Jane Edwards,
Yale University,INTERNATION AND PROFESSIONAL EXPERIENCE,DEAN,F,Jane Edwards,
Yale University,YALE COLLEGE,ASSOCIATE DEAN,F,Jeanine Dames,
Yale University,YALE COLLEGE,ASSOCIATE DEAN,F,Jeanne Follansbee,
Yale University,YALE COLLEGE,ASSISTANT DEAN,F,Kelly McLaughlin,
Yale University,YALE COLLEGE,ASSOCIATE DEAN,F,Sandy Chang,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,M,Surjit Chandhoke,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,F,Sarah Mahurin,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,F,Leanna Barlow,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,F,Christine Muller,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,F,Riché Barnes,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,M,Alexander Rosas,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,F,Angela Gleason,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,F,Christina Ferando,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,F,Fadila Habchi,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,F,Nilakshi Parndigamage,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,M,Ryan Brasseaux,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,F,Sarah Insley Say,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,F,Renita Miller,
Yale University,YALE COLLEGE RESIDENTIAL COLLEGE ,DEAN,F,Jessie Hill,
Yale University,GRADUATE SCHOOL OF ARTS AND SCIENCES ,DEAN,F,ynn Cooley,
Yale University,GRADUATE SCHOOL OF ARTS AND SCIENCES ,ASSISTANT DEAN,F,Jasmina Besirevic Regan,
Yale University,GRADUATE SCHOOL OF ARTS AND SCIENCES ,ASSOCIATE DEAN,F,Ann Gaylin,
Yale University,GRADUATE SCHOOL OF ARTS AND SCIENCES ,ASSISTANT DEAN,M,Robert Harper-Mangels,
Yale University,GRADUATE SCHOOL OF ARTS AND SCIENCES ,ASSOCIATE DEAN,M,Richard Sleight,
Yale University,GRADUATE SCHOOL OF ARTS AND SCIENCES ,ASSOCIATE DEAN,F,Michelle Nearon,
Yale University,GRADUATE SCHOOL OF ARTS AND SCIENCES ,ASSISTANT DEAN,M,Lisa Brandes,
Yale University,GRADUATE SCHOOL OF ARTS AND SCIENCES ,ASSISTANT DEAN,F,Elena Kallestinova,
Yale University,FACULTY OF ARTS AND SCIENCES ,DEAN,F,Tamar Szabó Gendler,
Yale University,FACULTY OF ARTS AND SCIENCES ,DEAN,F,Amy Hungerford,
Yale University,FACULTY OF ARTS AND SCIENCES ,DEAN,M,Alan Gerber,
Yale University,FACULTY OF ARTS AND SCIENCES ,DEAN,M,Paul Turner,
Yale University,FACULTY OF ARTS AND SCIENCES ,DEAN,M,Mitchell Smooke,
Yale University,FACULTY OF ARTS AND SCIENCES ,DEAN,M,Jack Dovidio,
Yale University,FACULTY OF ARTS AND SCIENCES ,ASSOCIATE DEAN,F,Kathryn Lofton,DEPUTY DEAN
Yale University,FACULTY OF ARTS AND SCIENCES ,ASSOCIATE DEAN,F,Bethany Zemba,
Yale University,FACULTY OF ARTS AND SCIENCES ,ASSOCIATE DEAN,M,John Mangan,
Yale University,FACULTY OF ARTS AND SCIENCES ,ASSOCIATE DEAN,M,Robert Burger,
Yale University,FACULTY OF ARTS AND SCIENCES ,ASSISTANT DEAN,M,Jason Zentz,
Yale University,LAW SCHOOL,DEAN,F,Heather Gerken,
Yale University,LAW SCHOOL,ASSOCIATE DEAN,M,Alvin K. Klevorick,DEPUTY DEAN
Yale University,LAW SCHOOL,ASSOCIATE DEAN,M,Muneer I. Ahmad,DEPUTY DEAN
Yale University,LAW SCHOOL,ASSOCIATE DEAN,F,Ellen M. Cosgrove,
Yale University,LAW SCHOOL,ASSOCIATE DEAN,M,Joe Crosby,
Yale University,LAW SCHOOL,ASSOCIATE DEAN,F,Toni Hahn Davis,
Yale University,LAW SCHOOL,ASSOCIATE DEAN,M,Mike K. Thompson,
Yale University,LAW SCHOOL,ASSISTANT DEAN,F,Judith Calvert,
Yale University,LAW SCHOOL,ASSISTANT DEAN,F,Sara Lulo,
Yale University,LAW SCHOOL,ASSISTANT DEAN,F,Monica Maldonado,
Yale University,LAW SCHOOL,ASSISTANT DEAN,M,Gordon Silverstein,
Yale University,LAW SCHOOL,ASSISTANT DEAN,F,Kelly Voight,
Yale University,SCHOOL OF MANAGEMENT,DEAN,M,Anjani Jain,
Yale University,SCHOOL OF MANAGEMENT,ASSOCIATE DEAN,M,David Bach,DEPUTY DEAN
Yale University,SCHOOL OF MANAGEMENT,ASSOCIATE DEAN,M,Edieal J. Pinker,DEPUTY DEAN
Yale University,SCHOOL OF MANAGEMENT,ASSOCIATE DEAN,M,Joel Getz,
Yale University,SCHOOL OF MANAGEMENT,ASSOCIATE DEAN,F,Molly Nagler,
Yale University,SCHOOL OF MANAGEMENT,ASSOCIATE DEAN,M,Jeffrey A. Sonnenfeld,
Yale University,SCHOOL OF MANAGEMENT,ASSOCIATE DEAN,M,Kyle Jensen,
Yale University,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,F,Kavitha Bindra,
Yale University,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,M,Bruce DelMonico,
Yale University,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,F,Roe Fellows,
Yale University,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,F,Abigail Kies,
Yale University,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,F,Silvia McCallister-Castillo,
Yale University,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,M,Gabriel Rossi,
Yale University,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,F,herilyn Scully,
Yale University,SCHOOL OF NURSING,DEAN,F,Ann Kurth,
Yale University,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Saveena Dhall,
Yale University,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Carmen Portillo,DEPUTY DEAN
Yale University,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Marcia Thoma,
Yale University,SCHOOL OF NURSING,ASSOCIATE DEAN,M,Steve Varley,
Yale University,SCHOOL OF NURSING,ASSOCIATE DEAN,M,David Vlahov,
Yale University,SCHOOL OF ART,DEAN,F,Marta Kuzma,
Yale University,SCHOOL OF ART,ASSISTANT DEAN,F,Sarah Stevens-Morling,
Yale University,SCHOOL OF ENGINEERING AND APPLIED SCIENCE ,DEAN,M,Mitchell D. Smooke,
Yale University,SCHOOL OF ENGINEERING AND APPLIED SCIENCE ,ASSOCIATE DEAN,M,Vincent Wilczynski,DEPUTY DEAN
Yale University,DIVINITY SCHOOL,DEAN,M,Gregory E. Sterling,
Yale University,DIVINITY SCHOOL,ASSOCIATE DEAN,F,Vernice Randall,
Yale University,DIVINITY SCHOOL,ASSOCIATE DEAN,F,Jennifer A. Herdt,
Yale University,DIVINITY SCHOOL,ASSOCIATE DEAN,M,William Goettler,
Yale University,DIVINITY SCHOOL,ASSOCIATE DEAN,M,Nicholas Alton Lewis,
Yale University,DIVINITY SCHOOL,ASSISTANT DEAN,F,Susan K. Olson,
Yale University,DIVINITY SCHOOL,ASSOCIATE DEAN,F,Maggi Dawn,
Yale University,DIVINITY SCHOOL,ASSOCIATE DEAN,M,Andrew McGowan,
Yale University,SCHOOL OF PUBLIC HEALTH,DEAN,M,Sten H. Vermund,
Yale University,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Melinda Mary Pettigrew,
Yale University,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Ruth R Montgomery,
Yale University,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,M,David Vlahov,
Yale University,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,M,Richard S. Stahl,
Yale University,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Peter Salovey,
Yale University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Benjamin Polak,provost
Yale University,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Bruce D. Alexander ,
Yale University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Lauren J. Zucker ,
Yale University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Richard Jacob,
Yale University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,"Jack F. Callahan, Jr.",
Yale University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Alexander E. Dreier,
Yale University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Kimberly M. Goff-Crews,
Yale University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Pericles Lewis,
Yale University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Janet E. Lindner,
Yale University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Stephen C. Murphy,
Yale University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Eileen O’Connor,
Yale University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Joan E. O’Neill,
Yale University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Peter E. Schiffer,
Yale University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Scott A. Strobel,
University of California San Diego,SCHOOL OF MEDICINE ,DEAN,M,Steven Garfin,
University of California San Diego,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,MARIA C. SAVOIA,VICE DEAN 
University of California San Diego,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Carolyn J. Kelly,
University of California San Diego,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Jess Mandel,
University of California San Diego,DIVISION OF ARTS AND HUMANITIES,DEAN,F,Cristina Della Coletta,
University of California San Diego,DIVISION OF ARTS AND HUMANITIES,ASSOCIATE DEAN,M,David Gutierrez,
University of California San Diego,DIVISION OF ARTS AND HUMANITIES,ASSOCIATE DEAN,M,William Bechtel,
University of California San Diego,DIVISION OF ARTS AND HUMANITIES,ASSOCIATE DEAN,M,John Blanco,
University of California San Diego,DIVISION OF ARTS AND HUMANITIES,ASSISTANT DEAN,F,Alma Palazzolo,
University of California San Diego,DIVISION OF BIOLOGICAL SCIENCES,DEAN,M,Bill McGinnis,
University of California San Diego,DIVISION OF BIOLOGICAL SCIENCES,ASSOCIATE DEAN,F,Lorraine Pillus,
University of California San Diego,DIVISION OF BIOLOGICAL SCIENCES,ASSISTANT DEAN,M,John C. Bauer ,
University of California San Diego,SCHOOL OF ENGINEERING,DEAN,M,Albert P. Pisano,
University of California San Diego,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,M,George Tynan,
University of California San Diego,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,F,Karen Christman,
University of California San Diego,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,M,Ahmed-Waeil M. Elgamal,
University of California San Diego,SCHOOL OF ENGINEERING,ASSISTANT DEAN,F,Tana Troke Campana,
University of California San Diego,SCHOOL OF ENGINEERING,ASSISTANT DEAN,F,Denine Hagen,
University of California San Diego,DIVISION OF PHYSICAL SCIENCES,DEAN,M,Steve Boggs,
University of California San Diego,DIVISION OF PHYSICAL SCIENCES,ASSOCIATE DEAN,F,Vicki Grassian,
University of California San Diego,DIVISION OF PHYSICAL SCIENCES,ASSOCIATE DEAN,M,Peter Ebenfelt,
University of California San Diego,DIVISION OF PHYSICAL SCIENCES,ASSOCIATE DEAN,F,Alison Coil,
University of California San Diego,DIVISION OF PHYSICAL SCIENCES,ASSISTANT DEAN,M,Robert Rome,
University of California San Diego,SCHOOL OF MANAGEMENT,DEAN,M,Sullivan,
University of California San Diego,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,M,Leonard LaFebre,
University of California San Diego,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,F,JoAnne Starr,
University of California San Diego,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,M,Clark Jordan,
University of California San Diego,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,M,Shaun Carver,
University of California San Diego,SCHOOL OF GLOBAL POLICY AND STRATEGY ,DEAN,M,Peter Cowhey,
University of California San Diego,SCHOOL OF GLOBAL POLICY AND STRATEGY ,ASSISTANT DEAN,F,Wendy Hunter Barke,
University of California San Diego,SCHOOL OF GLOBAL POLICY AND STRATEGY ,ASSISTANT DEAN,F,Teresa Olcomendy,
University of California San Diego,INSTITUTION OF OCEANOGRAPHY,DEAN,F,Margaret Leinen,
University of California San Diego,INSTITUTION OF OCEANOGRAPHY,ASSOCIATE DEAN,M,"SHEARER, PETER",
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Andrina Marshall,
University of California San Diego,SCHOOL OF PHARMACY,DEAN,M,JAMES MCKERROW,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Brookie Best,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Kelly C. Lee,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Grace M. Kuo,
University of California San Diego,SCHOOL OF PHARMACY,ASSISTANT DEAN,M,Renu F. Singh,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,Charles Daniels,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Rabia Atayee,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Candis M. Morello,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,David Bailey,DEPUTY DEAN
University of California San Diego,DIVISION OF SOCIAL SCIENCES,DEAN,F,Carol Padden ,
